,Fundo,Emissão,TipodeOferta,Variação,Database,DatadeEncerramento,CoordenadorLíder,MétododeRateio,Observações,Informações,YouTube
373,KNHY11,4ª,400,,,10.09.21,Itaú BBA,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=199789&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ata da Assembleia</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=199799&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=211390&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=211393&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=213556&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=215507&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>",
374,VISC11,7ª,476,,06.08.21,27.09.21,Vinci Real Estate,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=199827&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=199828&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href='”https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=200940&amp;cvm=true""' rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=209121&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=218273&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado Final da Alocação</a></td>",
375,CPFF11,4ª,476,,09.08.21,15.09.21,BR Partners,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=200109&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=200111&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href='”https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=201547&amp;cvm=true""' rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""http://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=209339&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216032&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
376,XPCI11,3ª,400,,13.09.21,08.10.21,XP Investimentos,Igualitário,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=200690&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=200702&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href='”https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=211647&amp;cvm=true""' rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=211648&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Comunicado de Modificação da Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212307&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212308&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=213257&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a> </td>",
377,KNSC11,3ª,476,,17.08.21,,XP Investimentos,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=203386&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=203389&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=207498&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=207502&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Comunicado de Modificação da Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=207510&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=211166&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a></td>",
378,JSAF11,1ª,400,,Não há,01.11.21,Banco Safra,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=213711&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=215598&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Comunicado de Modificação da Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=215602&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a></td>",
379,HREC11,4ª,400,,,,Hedge Investments,,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=206658&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=206656&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a></td>",
380,BLMR11,3ª,476,,17.01.22,,BRL Trust,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=219179&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=219182&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=219173&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a></td>",
381,RZAG11,1ª,400,,Não há,,XP Investimentos,Igualitário,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=209127&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""http://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=209706&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""http://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=209708&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=222945&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
382,RBED11,4ª,400,,Pendente,,Rio Bravo Investimentos,,,"<td><a href='”https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=211412&amp;cvm=true""' rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=211411&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante </a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=234081&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Comunicado de Modificação da Oferta</a>https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=234081&amp;cvm=truehttps://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=234081&amp;cvm=true</td>",
383,RECX11,2ª,476,,13.09.21,,BTG Pactual,,,"<td><a href='”https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212265&amp;cvm=true""' rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212266&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante </a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212995&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=226215&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
384,BLMG11,3ª,476,,13.09.21,,XP Investimentos,Proporcional,O direito de Preferência pode ser cedido - entre cotistas - exclusivamente junto ao escriturador,"<td><a href='”https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212271&amp;cvm=true""' rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212274&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante </a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212275&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=219192&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a></td>",
385,VSLH11,3ª,476,,15.09.21,,Ativa Investimentos,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212980&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212981&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=215448&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a></td>",
386,VGHF11,2ª,400,,01.10.21,,XP Investimentos,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=213520&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=218490&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=218491&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=238429&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
387,FARM11,1ª,400,,Não há,08.10.21,Modal DTVM,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=213387&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=213392&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Comunicado de Modificação da Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=213395&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=218310&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=218318&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a></td>",
388,KNCA11,1ª,400,"6,61%",Não há,13.04.22,Itaú BBA,,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=212645&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=218957&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=218960&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a></td>",
389,CVBI11,6ª,400,,20.10.21,,XP Investimentos,Igualitário,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=214430&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=214431&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a></td>",
390,BRLA11,5ª,476,,,,BTG Pactual,,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=189049&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ata da Assembleia</a></td>",
391,DEVA11,5ª,476,,20.09.21,,Órama,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=215874&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=215884&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a></td>",
392,CJCT11,2ª,476,,22.09.21,19.10.21,Hedge Investments,,O direito de Preferência pode ser cedido - entre cotistas - exclusivamente junto ao escriturador,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216273&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ata da Assembleia</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216581&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante </a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216584&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a></td>",
393,PBLV11,11ª,476,,17.09.21,,BRL Trust,,O direito de Preferência pode ser cedido - entre cotistas - exclusivamente junto ao escriturador,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216280&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ata da Assembleia</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216508&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216364&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a></td>",
394,XPCA11,1ª,400,,Não há,,XP Investimentos,Igualitário,,"<td><a href='”https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216747&amp;cvm=true""' rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216749&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216854&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=238679&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
395,BIME11,1ª,400,,Não há,,XP Investimentos,Igualitário,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216785&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216787&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a></td>",
396,RECR11,11ª,476,,23.09.21,,BRL Trust,,O direito de Preferência pode ser cedido - entre cotistas - exclusivamente junto ao escriturador,"<td><a href='”https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216819&amp;cvm=true""' rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216821&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante </a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216816&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a> </td>",
397,KNIP11,9ª,400,"2,21%",Não há,,Itaú BBA,Ordem de Chegada,"Os investidores deverão ser clientes correntistas dos segmentos Institucionais, Corporate, Private, Personnalité, Itaú Uniclass e Itaú Agências do Itaú Unibanco.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216830&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ata da Assembleia</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=217192&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=217358&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a></td>",
398,MGLG11,2ª,400,,Não há,02.08.21,Genial Investimentos,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=179632&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ata da Assembleia</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=188535&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=188536&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=197400&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=197856&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=199434&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=216877&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a> </td>",
